k,seed,split,auroc,f1,accuracy,precision,recall,loss
1,1,ood,0.5053607364802715,0.5907868305471383,0.5035932595407236,0.5025195482189401,0.7166694201222534,2.2742440282038685
1,1,test,0.9992873240634434,0.9933938893476466,0.9926639156350298,0.9893092105263158,0.9975124378109452,0.023464494481838
1,2,ood,0.47806960646564683,0.6191298981795742,0.49017016355526183,0.49413908589440503,0.8287625970593094,4.0057994433269
1,2,test,0.999895394820768,0.9958540630182421,0.9954149472718936,0.9958540630182421,0.9958540630182421,0.01810971565592426
1,3,ood,0.4874870625570825,0.6389578163771712,0.4952089872790352,0.49733284282166834,0.8933586651247315,4.238065614513905
1,3,test,0.9995598928434749,0.9971014492753624,0.9967904630903255,0.9958643507030603,0.9983416252072969,0.022355245661737685
1,4,ood,0.48217421928207327,0.6235853396718295,0.49310259375516274,0.49592663056734476,0.8397488848504874,3.1128351732084583
1,4,test,0.9996309053025472,0.9970990468296727,0.9967904630903255,0.9966859983429992,0.9975124378109452,0.012284143942741903
1,5,ood,0.48005290646865734,0.6441419117861411,0.4958285147860565,0.4977249177816822,0.9126053196761936,4.441386512388636
1,5,test,0.999147850491134,0.9983429991714996,0.9981659789087575,0.9975165562913907,0.9991708126036484,0.012105612078087595
1,6,ood,0.5025105005460193,0.5700874759974397,0.5006608293408227,0.5004995004995005,0.662150999504378,2.5785347515006047
1,6,test,0.9999906450652719,0.9991708126036484,0.9990829894543787,0.9991708126036484,0.9991708126036484,0.004545257583125984
1,7,ood,0.5095722134417634,0.4834850455136541,0.50784734842227,0.5086647209047793,0.4606806542210474,3.5452703924128683
1,7,test,0.9981022239231194,0.9979278905926233,0.9977074736359468,0.9975144987572494,0.9983416252072969,0.018092600290111623
1,8,ood,0.4772567013572957,0.6634636747389469,0.49950437799438296,0.4997489749811731,0.9867008095159425,4.410349746560557
1,8,test,0.9988255304673216,0.9979296066252588,0.9977074736359468,0.9966914805624483,0.9991708126036484,0.014576007609307915
1,9,ood,0.5232291018247892,0.467456965072444,0.5157359986783413,0.5192210675007567,0.4250784734842227,2.747802953030348
1,9,test,0.9996007143768337,0.9966832504145937,0.9963319578175149,0.9966832504145937,0.9966832504145937,0.02136416895044259
1,10,ood,0.4977088809027607,0.6414165103189493,0.49479596894102096,0.4971371444151595,0.9036841235750868,5.5596570600853745
1,10,test,0.999623676489348,0.9966777408637874,0.9963319578175149,0.9983361064891847,0.9950248756218906,0.024788412657746936
1,11,ood,0.5164005160484337,0.4969650664289656,0.5105319676193623,0.5111324543787654,0.48356187014703456,3.6647555845416835
1,11,test,0.9999170812603648,0.9966777408637874,0.9963319578175149,0.9983361064891847,0.9950248756218906,0.01568034406396243
1,12,ood,0.5077834305421882,0.5051426675514267,0.5071865190814472,0.5072463768115942,0.5030563357013051,3.3282032782996818
1,12,test,0.9999880937194371,0.998756734355574,0.9986244841815681,0.9983429991714996,0.9991708126036484,0.005019430467180665
1,13,ood,0.5064130291462258,0.5195606862273529,0.5049562200561705,0.5046721694440118,0.5353543697340162,3.8596312275335998
1,13,test,0.9992783943530212,0.9966859983429992,0.9963319578175149,0.9958609271523179,0.9975124378109452,0.01943435803493059
1,14,ood,0.4883056754110102,0.5853311661926046,0.4942177432678011,0.4959830138872948,0.7139434990913597,4.531461871402581
1,14,test,0.9997958923332058,0.9979278905926233,0.9977074736359468,0.9975144987572494,0.9983416252072969,0.015265885305630991
1,15,ood,0.5159919533683532,0.4715381870092791,0.5107384767883694,0.5126091173617847,0.43656038328101765,4.508714130879079
1,15,test,0.9997865373984777,0.9966832504145937,0.9963319578175149,0.9966832504145937,0.9966832504145937,0.02699429156669741
1,16,ood,0.484777609719792,0.5329044465468307,0.4902114653890633,0.4917242824219568,0.5816124235916075,3.186311986203868
1,16,test,0.9997984436790408,0.9958540630182421,0.9954149472718936,0.9958540630182421,0.9958540630182421,0.018462176921868533
1,17,ood,0.49732587172798115,0.6007607077889863,0.5014455641830498,0.5009653042087263,0.7502065091690071,2.901668278365107
1,17,test,0.9995934855636349,0.9975124378109452,0.9972489683631361,0.9975124378109452,0.9975124378109452,0.012565835195688862
1,18,ood,0.4953671733707282,0.6196541175001561,0.49677845696348916,0.49804295463669207,0.8198414009582026,3.4086224922966926
1,18,test,0.99899562018965,0.9975165562913907,0.9972489683631361,0.9958677685950413,0.9991708126036484,0.017544224544336972
1,19,ood,0.5094255827202243,0.5407576167123606,0.5087972905997026,0.5077224276702197,0.5783908805550967,3.7627368542603175
1,19,test,0.999871582259642,0.9962640099626401,0.9958734525447043,0.9975062344139651,0.9950248756218906,0.018089061496895105
1,20,ood,0.5251867459720101,0.48152562574493446,0.5149099620023129,0.5171138712430075,0.4505204031058979,4.166740710385724
1,20,test,0.9998154526512736,0.9979278905926233,0.9977074736359468,0.9975144987572494,0.9983416252072969,0.016754955380009418
2,1,ood,0.4828403230847378,0.6125003951819418,0.4937634230959855,0.4961331626120358,0.8001817280687262,2.3555233108477673
2,1,test,0.9995590769612481,0.9930666666666667,0.9921307506053268,0.9967880085653105,0.9893730074388948,0.025266644144022184
2,2,ood,0.4906454041669313,0.6377294481129218,0.5060300677350075,0.5034914865123398,0.8695688088551131,2.696427195417834
2,2,test,0.9993587932758489,0.9936034115138592,0.9927360774818402,0.9967914438502674,0.9904357066950054,0.024102896871017247
2,3,ood,0.4884720904819805,0.6439136048832023,0.49884354865356023,0.4993627674101047,0.9062448372707749,2.2608737004588666
2,3,test,0.9973993013985482,0.9872340425531915,0.9854721549636803,0.9882854100106496,0.9861849096705633,0.05236462850119166
2,4,ood,0.5150079967119019,0.6571970232873999,0.4996282834957872,0.4998063266623628,0.9592763918717991,4.48912931703309
2,4,test,0.9975270943470677,0.9957537154989384,0.9951573849878934,0.9946977730646872,0.9968119022316685,0.03740935781804812
2,5,ood,0.49994417122019447,0.6637775370169736,0.5001239055014043,0.5000627851492194,0.9868660168511482,7.317692628123781
2,5,test,0.9998699650699273,0.9968119022316685,0.9963680387409201,0.9968119022316685,0.9968119022316685,0.02440586499562049
2,6,ood,0.5025404005353995,0.6220261540885458,0.5045845035519577,0.5028274491823322,0.8152981992400462,2.104667999293247
2,6,test,0.9995157319845572,0.9914438502673797,0.9903147699757869,0.9978471474703983,0.9851222104144527,0.030040980895417027
2,7,ood,0.5169242844383943,0.46423739514747003,0.5093342144391211,0.5112236789829162,0.42516107715182555,3.4172265115470837
2,7,test,0.9996517455321043,0.9957492029755579,0.9951573849878934,0.9957492029755579,0.9957492029755579,0.01921657082927525
2,8,ood,0.4795831347847579,0.6495310871830496,0.4999173963323972,0.49995544069156045,0.9268131505038824,2.4471241001044666
2,8,test,0.9984433174750506,0.9904559915164369,0.9891041162227603,0.9883597883597883,0.9925611052072264,0.03847210338930241
2,9,ood,0.5182839049162324,0.44919238467625566,0.5112754006277879,0.5145568945291671,0.39856269618371054,2.435402464992619
2,9,test,0.9983827839731201,0.993059263214095,0.9921307506053268,0.9978540772532188,0.9883103081827843,0.03381481027743295
